Time,Alt,Vel,Drag,Cd,Mach,Rho
14785.0732,226.6690,219.7954,28.7583,0.0550,0.6544,1.1866
14785.0830,228.5292,219.6684,62.9900,0.1206,0.6541,1.1866
14785.0928,230.3882,219.5264,93.5533,0.1794,0.6537,1.1867
14785.1025,232.3946,219.6923,115.2685,0.2208,0.6542,1.1858
14785.1133,234.2544,219.5305,134.7930,0.2586,0.6537,1.1858
14785.1230,236.1127,219.3563,161.1264,0.3096,0.6532,1.1859
14785.1328,237.9695,219.1757,174.9890,0.3368,0.6527,1.1859
14785.1426,240.2264,219.8399,171.6313,0.3287,0.6547,1.1847
14785.1533,242.0900,219.6628,168.4743,0.3231,0.6542,1.1848
14785.1631,243.9521,219.4868,168.5447,0.3238,0.6537,1.1848
14785.1729,245.8127,219.3081,172.0675,0.3310,0.6531,1.1849
14785.1826,247.8766,219.5468,174.0125,0.3343,0.6539,1.1840
14785.1934,249.7389,219.3652,175.0988,0.3370,0.6533,1.1840
14785.2031,251.5995,219.1818,177.1668,0.3415,0.6528,1.1841
14785.2129,253.4585,218.9982,177.0898,0.3419,0.6523,1.1841
14785.2227,255.7407,219.6582,178.9750,0.3438,0.6543,1.1829
14785.2334,257.6061,219.4727,179.1714,0.3448,0.6537,1.1830
14785.2432,259.4697,219.2869,178.1493,0.3434,0.6532,1.1830
14785.2529,261.3314,219.1015,176.0390,0.3398,0.6526,1.1831
14785.4502,287.7266,200.9326,172.8188,0.3969,0.5987,1.1824
14785.4619,289.7053,200.7174,172.9005,0.3979,0.5981,1.1825
14785.4697,291.0230,200.5692,172.8051,0.3983,0.5976,1.1825
14785.4775,298.9987,209.9604,172.6553,0.3653,0.6257,1.1756
14785.4863,300.4064,209.8129,172.6553,0.3658,0.6253,1.1757
14785.4971,302.3402,209.6155,171.8483,0.3647,0.6247,1.1757
14785.5039,303.5697,209.4850,171.8246,0.3651,0.6243,1.1757
14785.5127,309.7780,215.8285,171.7722,0.3441,0.6433,1.1748
14785.5215,311.2428,215.6805,172.2754,0.3456,0.6428,1.1749
14785.5293,312.7064,215.5319,172.3617,0.3462,0.6424,1.1749
14785.5371,314.1688,215.3843,170.8003,0.3436,0.6420,1.1749
14785.5479,319.4995,219.7768,172.0851,0.3327,0.6551,1.1741
14785.5557,321.0025,219.6292,172.0851,0.3331,0.6547,1.1741
14785.5645,322.5043,219.4813,171.3769,0.3322,0.6542,1.1742
14785.5723,324.0050,219.3329,169.9513,0.3299,0.6538,1.1742
14785.5801,328.2214,222.8981,170.3937,0.3205,0.6645,1.1732
14785.5898,330.1374,222.7149,169.5022,0.3193,0.6639,1.1733
14785.5977,331.6689,222.5665,169.1353,0.3191,0.6635,1.1733
14785.6064,333.1992,222.4181,169.1353,0.3195,0.6631,1.1734
14785.6143,337.0076,225.3646,169.3278,0.3118,0.6719,1.1724
14785.6221,338.5643,225.2162,168.4454,0.3106,0.6715,1.1724
14785.6309,340.3141,225.0522,169.6628,0.3133,0.6710,1.1725
14785.6406,342.2567,224.8725,169.3500,0.3132,0.6705,1.1725
14785.6494,345.4528,226.9533,167.4584,0.3042,0.6767,1.1717
14785.6572,347.0251,226.8060,167.3667,0.3044,0.6763,1.1718
14785.6650,348.5962,226.6588,167.3667,0.3048,0.6758,1.1718
14785.6729,350.1661,226.5112,169.3082,0.3087,0.6754,1.1719
14785.6836,353.7014,228.1844,169.0755,0.3040,0.6804,1.1709
14785.6924,355.2858,228.0368,168.0275,0.3025,0.6800,1.1710
14785.7002,356.8691,227.8903,167.6402,0.3022,0.6796,1.1710
14785.7080,358.4512,227.7435,167.2008,0.3018,0.6791,1.1711
14785.7168,361.4848,229.2960,167.2008,0.2980,0.6838,1.1701
14785.7266,363.4789,229.1171,166.4837,0.2972,0.6833,1.1701
14785.7354,365.0730,228.9720,166.4837,0.2975,0.6829,1.1702
14785.7432,366.6660,228.8271,166.1117,0.2972,0.6824,1.1702
14785.7510,369.2320,230.0274,165.6981,0.2936,0.6860,1.1694
14785.7588,370.8351,229.8837,165.7623,0.2941,0.6856,1.1695
14785.7676,372.6374,229.7227,165.5736,0.2941,0.6852,1.1695
14785.7783,374.6382,229.5449,164.3231,0.2924,0.6846,1.1696
14785.7861,377.0854,230.5863,164.3231,0.2900,0.6878,1.1686
14785.7939,378.6947,230.4430,165.2194,0.2919,0.6874,1.1686
14785.8018,380.3029,230.2997,164.2984,0.2906,0.6869,1.1687
14785.8096,381.9100,230.1563,163.8046,0.2901,0.6865,1.1687
14785.8291,386.3513,230.7220,163.2368,0.2879,0.6883,1.1677
14785.8389,388.3657,230.5463,162.1607,0.2864,0.6877,1.1678
14785.8467,389.9760,230.4038,162.5461,0.2875,0.6873,1.1678
14785.8555,391.5852,230.2612,162.5461,0.2878,0.6869,1.1679
14785.8633,394.1335,231.4688,162.0956,0.2843,0.6905,1.1666
14785.8701,395.5506,231.3427,161.6025,0.2838,0.6902,1.1666
14785.8809,397.7756,231.1491,162.0368,0.2850,0.6896,1.1667
14785.8877,399.1905,231.0228,160.7280,0.2830,0.6893,1.1667
14785.8965,401.6696,232.1353,160.7280,0.2805,0.6926,1.1658
14785.9043,403.2959,231.9923,160.9717,0.2813,0.6922,1.1658
14785.9121,404.9211,231.8497,160.9267,0.2815,0.6918,1.1658
14785.9209,406.7481,231.6904,159.7410,0.2798,0.6913,1.1659
14785.9287,409.0009,232.4774,159.1244,0.2771,0.6937,1.1651
14785.9365,410.6312,232.3361,159.0736,0.2773,0.6933,1.1652
14785.9453,412.2603,232.1949,159.0736,0.2776,0.6929,1.1652
14785.9531,413.8884,232.0533,158.4024,0.2768,0.6924,1.1653
14785.9609,416.0519,232.7128,158.1490,0.2750,0.6944,1.1644
14785.9697,417.8891,232.5538,158.2895,0.2756,0.6940,1.1645
14785.9775,419.5211,232.4115,157.3646,0.2743,0.6936,1.1645
14785.9863,421.1519,232.2692,157.3646,0.2746,0.6931,1.1645
14785.9941,423.2711,232.8689,157.2617,0.2732,0.6950,1.1636
14786.0010,424.7021,232.7438,157.4637,0.2739,0.6946,1.1637
14786.0107,426.7448,232.5682,156.8722,0.2733,0.6941,1.1637
14786.0186,428.3777,232.4264,155.9536,0.2720,0.6937,1.1638
14786.0273,430.4598,232.9761,155.9536,0.2709,0.6953,1.1629
14786.0352,432.0968,232.8345,157.1957,0.2734,0.6949,1.1629
14786.0430,433.7327,232.6926,156.6846,0.2728,0.6945,1.1629
14786.0498,435.1632,232.5680,154.7464,0.2697,0.6942,1.1630
14786.0596,437.5577,232.9430,155.8504,0.2710,0.6953,1.1621
14786.0684,439.1952,232.8027,154.8722,0.2696,0.6949,1.1622
14786.0762,440.8316,232.6624,154.8722,0.2699,0.6945,1.1622
14786.0830,442.2625,232.5383,153.5567,0.2679,0.6941,1.1623
14786.0908,444.2553,232.9622,154.1061,0.2681,0.6954,1.1614
14786.1006,446.3031,232.7891,154.3554,0.2689,0.6949,1.1614
14786.1094,447.9401,232.6491,153.3404,0.2674,0.6945,1.1615
14786.1172,449.5760,232.5091,153.3404,0.2677,0.6941,1.1615
14786.1250,451.5483,232.9075,153.2700,0.2669,0.6953,1.1606
14786.1318,452.9821,232.7850,153.4460,0.2675,0.6949,1.1606
14786.1416,455.0291,232.6125,151.9852,0.2653,0.6944,1.1607
14786.1504,456.6654,232.4736,152.1176,0.2659,0.6940,1.1607
14786.1582,458.6328,232.8698,152.4984,0.2658,0.6952,1.1598
14786.1650,460.0671,232.7481,152.4984,0.2661,0.6949,1.1598
14786.1729,461.7053,232.6093,151.4211,0.2645,0.6945,1.1599
14786.1807,463.3423,232.4702,151.2263,0.2645,0.6941,1.1599
14786.2002,467.1953,232.1044,150.1043,0.2635,0.6930,1.1592
14786.2080,468.8283,231.9669,149.1437,0.2622,0.6926,1.1592
14786.2158,470.4603,231.8296,149.1437,0.2625,0.6922,1.1593
14786.2236,472.0912,231.6925,149.7199,0.2638,0.6918,1.1593
14786.2324,473.9780,231.9740,149.5593,0.2631,0.6927,1.1581
14786.2412,475.8147,231.8202,148.5788,0.2617,0.6922,1.1582
14786.2500,477.6499,231.6667,148.8571,0.2626,0.6918,1.1582
14786.2568,479.0764,231.5465,148.8921,0.2629,0.6915,1.1583
14786.2646,480.9611,231.8276,148.8921,0.2624,0.6923,1.1574
14786.2734,482.5932,231.6912,148.9155,0.2628,0.6919,1.1574
14786.2812,484.2242,231.5543,148.4943,0.2623,0.6915,1.1574
14786.2900,486.0579,231.4014,148.4453,0.2626,0.6911,1.1575
14786.2979,487.8549,231.5405,148.2315,0.2621,0.6915,1.1567
14786.3057,489.4851,231.4040,148.2315,0.2624,0.6911,1.1567
14786.3145,491.1144,231.2672,148.4917,0.2631,0.6907,1.1568
14786.3223,492.7426,231.1309,147.5973,0.2619,0.6903,1.1568
14786.3320,494.8007,231.0026,147.5539,0.2623,0.6900,1.1560
14786.3389,496.2237,230.8819,147.2353,0.2619,0.6896,1.1561
14786.3467,497.8489,230.7451,147.2353,0.2623,0.6892,1.1561
14786.3555,499.4731,230.6081,146.8165,0.2618,0.6888,1.1562
14786.3633,501.2343,230.6994,146.4200,0.2611,0.6891,1.1552
14786.3701,502.6555,230.5792,146.3003,0.2612,0.6888,1.1552
14786.3799,504.6844,230.4102,145.8459,0.2607,0.6883,1.1553
14786.3877,506.3062,230.2738,145.4053,0.2602,0.6879,1.1553
14786.3975,508.1870,230.2162,145.4053,0.2605,0.6877,1.1545
14786.4053,509.8074,230.0801,146.0034,0.2619,0.6873,1.1545
14786.4131,511.4268,229.9446,145.2983,0.2610,0.6869,1.1546
14786.4229,513.4495,229.7773,144.8202,0.2605,0.6864,1.1546
14786.4316,515.2983,229.6750,145.4225,0.2620,0.6862,1.1537
14786.4395,516.7126,229.5549,145.5832,0.2625,0.6858,1.1538
14786.4482,518.5298,229.4027,144.6690,0.2612,0.6854,1.1538
14786.4561,520.1439,229.2666,144.6690,0.2615,0.6850,1.1539
14786.4639,521.8495,229.2842,144.3527,0.2611,0.6850,1.1529
14786.4736,523.8660,229.1163,143.9172,0.2607,0.6846,1.1530
14786.4834,525.6794,228.9646,143.5020,0.2603,0.6841,1.1530
14786.4912,527.2902,228.8292,143.9524,0.2614,0.6837,1.1531
14786.4990,528.9214,228.7296,143.5893,0.2612,0.6834,1.1522
14786.5068,530.5305,228.5939,142.9891,0.2604,0.6830,1.1522
14786.5176,532.7410,228.4105,142.6051,0.2601,0.6825,1.1523
14786.5264,534.3475,228.2752,142.6051,0.2604,0.6821,1.1523
14786.5342,536.0140,228.2420,142.5572,0.2606,0.6820,1.1514
14786.5430,537.8198,228.0913,142.0078,0.2599,0.6816,1.1514
14786.5527,539.8246,227.9247,141.8181,0.2599,0.6811,1.1515
14786.5635,541.8278,227.7585,141.9424,0.2605,0.6806,1.1515
14786.5801,545.0263,227.1477,140.1624,0.2589,0.6788,1.1506
14786.5889,546.8218,226.9988,140.3638,0.2596,0.6784,1.1507
14786.5977,548.6160,226.8502,139.9830,0.2592,0.6780,1.1507
14786.6064,550.2097,226.7174,139.9830,0.2595,0.6776,1.1507
14786.6143,551.8881,226.7255,140.2303,0.2602,0.6776,1.1496
14786.6240,553.8791,226.5617,140.3047,0.2607,0.6772,1.1496
14786.6328,555.6696,226.4141,139.3045,0.2592,0.6767,1.1497
14786.6426,557.6576,226.2512,139.0693,0.2591,0.6763,1.1497
14786.6533,559.5439,225.9252,137.8154,0.2577,0.6753,1.1489
14786.6631,561.5269,225.7636,136.6357,0.2558,0.6748,1.1489
14786.6729,563.5083,225.6027,134.9515,0.2530,0.6744,1.1490
14786.6826,565.4882,225.4425,133.2162,0.2501,0.6739,1.1490
14786.6934,567.3088,225.0267,133.2364,0.2513,0.6727,1.1481
14786.7031,569.2827,224.8670,133.4714,0.2521,0.6722,1.1481
14786.7129,571.2549,224.7067,133.4278,0.2523,0.6718,1.1482
14786.7227,573.2257,224.5459,132.8827,0.2517,0.6713,1.1482
14786.7334,575.0758,224.1938,133.2048,0.2533,0.6703,1.1472
14786.7432,577.0412,224.0332,132.9683,0.2532,0.6698,1.1472
14786.7529,579.0050,223.8723,132.1676,0.2520,0.6693,1.1473
14786.7627,580.9673,223.7114,132.3902,0.2528,0.6689,1.1473
14786.7734,582.8126,223.3665,132.0608,0.2532,0.6678,1.1463
14786.7832,584.7695,223.2048,132.1252,0.2536,0.6674,1.1463
14786.7930,586.7249,223.0427,132.5514,0.2548,0.6669,1.1464
14786.8027,588.6785,222.8808,131.9314,0.2540,0.6664,1.1464
14786.8135,590.5482,222.5886,131.0063,0.2531,0.6656,1.1454
14786.8232,592.4971,222.4271,131.0665,0.2536,0.6651,1.1454
14786.8330,594.4443,222.2656,131.3432,0.2545,0.6646,1.1455
14786.8428,596.3900,222.1043,131.3119,0.2548,0.6642,1.1456
14786.8525,598.2493,221.8107,131.3077,0.2557,0.6633,1.1445
14786.8633,600.1902,221.6510,129.9664,0.2534,0.6628,1.1446
14786.8730,602.1296,221.4911,130.1100,0.2540,0.6624,1.1446
14786.8828,604.0673,221.3311,131.2595,0.2566,0.6619,1.1447
14786.8926,605.8851,220.9874,130.5628,0.2563,0.6609,1.1437
14786.9033,607.8176,220.8293,129.2230,0.2540,0.6604,1.1438
14786.9131,609.7486,220.6721,128.7241,0.2534,0.6600,1.1438
14786.9229,611.6780,220.5148,128.2968,0.2529,0.6595,1.1439
14786.9326,613.5374,220.2507,129.5720,0.2563,0.6588,1.1428
14786.9434,615.4625,220.0921,131.3003,0.2600,0.6583,1.1429
14786.9531,617.3860,219.9333,131.3537,0.2605,0.6578,1.1429
14786.9629,619.3080,219.7746,130.4715,0.2591,0.6574,1.1430
14786.9727,621.2325,219.6219,131.0635,0.2609,0.6569,1.1419
14786.9834,623.1514,219.4628,130.8831,0.2609,0.6565,1.1419
14786.9932,625.0687,219.3040,130.3847,0.2603,0.6560,1.1420
14787.0117,628.7670,219.1005,130.4551,0.2611,0.6554,1.1410
14787.0195,630.2982,218.9717,130.0042,0.2605,0.6551,1.1410
14787.0283,631.8282,218.8429,130.0277,0.2609,0.6547,1.1411
14787.0361,633.3573,218.7141,130.0277,0.2612,0.6543,1.1411
14787.0439,634.9434,218.6738,129.9783,0.2613,0.6542,1.1403
14787.0527,636.6621,218.5300,129.8403,0.2614,0.6538,1.1404
14787.0635,638.5703,218.3710,129.6191,0.2613,0.6533,1.1404
14787.0732,640.4769,218.2113,129.5820,0.2616,0.6529,1.1405
14787.0830,642.3380,217.9847,129.2744,0.2617,0.6522,1.1396
14787.0928,644.2407,217.8257,129.0537,0.2617,0.6517,1.1396
14787.1025,646.1417,217.6670,129.1216,0.2622,0.6513,1.1397
14787.1133,648.0412,217.5082,129.1643,0.2626,0.6508,1.1397
14787.1230,649.8097,217.1522,129.1713,0.2637,0.6498,1.1388
14787.1328,651.7038,216.9922,129.0753,0.2639,0.6493,1.1389
14787.1426,653.5964,216.8332,128.7695,0.2637,0.6488,1.1389
14787.1533,655.4874,216.6750,127.6498,0.2617,0.6484,1.1390
14787.1631,657.2018,216.2513,127.2654,0.2622,0.6471,1.1381
14787.1729,659.0867,216.0936,126.9129,0.2618,0.6467,1.1381
14787.1826,660.9702,215.9364,126.8240,0.2620,0.6462,1.1382
14787.1934,662.8521,215.7792,126.5262,0.2618,0.6458,1.1382
14787.2031,664.5354,215.3251,126.0854,0.2622,0.6444,1.1373
14787.2129,666.4108,215.1691,126.6247,0.2637,0.6440,1.1373
14787.2227,668.2847,215.0132,125.5166,0.2617,0.6435,1.1374
14787.2334,670.1571,214.8576,125.7053,0.2625,0.6431,1.1374
14787.2432,671.8902,214.4937,126.3696,0.2650,0.6420,1.1364
14787.2529,673.7571,214.3379,125.1448,0.2628,0.6415,1.1364
14787.2627,675.6224,214.1829,124.6665,0.2622,0.6411,1.1365
14787.2734,677.4863,214.0281,124.5666,0.2623,0.6406,1.1365
14787.2832,679.3160,213.8240,123.9260,0.2617,0.6400,1.1355
14787.2930,681.1762,213.6697,123.4167,0.2610,0.6396,1.1355
14787.3027,683.0349,213.5155,124.1039,0.2628,0.6391,1.1356
14787.3135,684.8920,213.3602,123.9978,0.2630,0.6387,1.1356
14787.3232,686.6896,213.1175,123.6936,0.2632,0.6380,1.1347
14787.3330,688.5425,212.9625,123.7881,0.2637,0.6375,1.1347
14787.3428,690.3939,212.8074,123.7796,0.2641,0.6371,1.1348
14787.3525,692.2437,212.6521,123.0606,0.2629,0.6366,1.1348
14787.3633,694.1746,212.6210,123.6318,0.2645,0.6365,1.1337
14787.3730,696.0226,212.4653,123.1518,0.2638,0.6361,1.1338
14787.3828,697.8690,212.3099,123.1346,0.2642,0.6356,1.1338
14787.3926,699.7137,212.1555,122.6309,0.2635,0.6352,1.1339
14787.4033,701.5947,212.0584,121.8562,0.2622,0.6349,1.1329
14787.4131,703.4370,211.9048,121.2262,0.2613,0.6345,1.1330
14787.4229,705.2776,211.7512,121.0105,0.2612,0.6340,1.1330
14787.4326,707.1168,211.5981,120.5867,0.2606,0.6336,1.1331
14787.4512,710.2757,211.1074,120.5622,0.2620,0.6321,1.1321
14787.4609,712.1080,210.9547,120.1553,0.2615,0.6317,1.1322
14787.4688,713.5727,210.8312,120.0484,0.2615,0.6313,1.1322
14787.4766,715.0364,210.7077,120.0484,0.2618,0.6310,1.1323
14787.4854,716.5697,210.6895,119.4485,0.2608,0.6309,1.1313
14787.4951,718.3981,210.5380,119.1267,0.2605,0.6305,1.1313
14787.5039,720.0424,210.4011,119.0895,0.2607,0.6301,1.1313
14787.5127,721.6855,210.2640,118.8484,0.2605,0.6297,1.1314
14787.5234,723.3789,209.9171,118.7372,0.2613,0.6287,1.1307
14787.5332,725.1995,209.7657,118.4248,0.2610,0.6282,1.1307
14787.5430,727.0187,209.6140,118.4174,0.2613,0.6278,1.1308
14787.5527,728.8364,209.4622,118.1705,0.2611,0.6273,1.1308
14787.5635,730.4860,209.0618,117.8151,0.2616,0.6261,1.1299
14787.5732,732.2979,208.9100,117.4676,0.2612,0.6257,1.1300
14787.5830,734.1084,208.7580,117.9218,0.2625,0.6253,1.1300
14787.5928,735.9174,208.6059,117.3181,0.2616,0.6248,1.1301
14787.6025,737.5565,208.2025,117.1117,0.2623,0.6236,1.1291
14787.6133,739.3596,208.0501,117.3581,0.2633,0.6232,1.1292
14787.6230,741.1612,207.8982,116.9336,0.2627,0.6227,1.1292
14787.6328,742.9613,207.7465,116.1918,0.2614,0.6223,1.1293
14787.6426,744.6564,207.4401,116.2783,0.2626,0.6214,1.1283
14787.6533,746.4517,207.2878,116.1766,0.2627,0.6210,1.1284
14787.6631,748.2455,207.1355,116.5068,0.2638,0.6205,1.1284
14787.6729,750.0377,206.9836,116.1852,0.2635,0.6201,1.1284
14787.6826,751.7857,206.7681,115.9583,0.2638,0.6194,1.1275
14787.6934,753.5741,206.6164,115.7075,0.2636,0.6190,1.1275
14787.7031,755.3610,206.4648,115.9365,0.2645,0.6186,1.1276
14787.7129,757.1462,206.3133,115.2037,0.2632,0.6181,1.1276
14787.7227,758.8475,206.0393,115.0247,0.2637,0.6173,1.1267
14787.7334,760.6283,205.8884,114.6589,0.2632,0.6169,1.1268
14787.7432,762.4075,205.7375,114.7961,0.2639,0.6164,1.1268
14787.7529,764.1852,205.5867,114.6476,0.2639,0.6160,1.1269
14787.7627,765.9097,205.3591,114.4293,0.2642,0.6153,1.1259
14787.7734,767.6835,205.2088,114.5487,0.2649,0.6149,1.1260
14787.7832,769.4557,205.0587,113.8998,0.2638,0.6144,1.1260
14787.7930,771.2264,204.9088,113.8993,0.2641,0.6140,1.1261
14787.8027,772.9995,204.7650,113.8279,0.2646,0.6136,1.1251
14787.8135,774.7673,204.6155,113.5414,0.2643,0.6131,1.1251
14787.8232,776.5335,204.4660,113.9245,0.2655,0.6127,1.1252
14787.8330,778.2982,204.3168,113.8768,0.2658,0.6123,1.1252
14787.8428,780.0075,204.0878,112.8014,0.2641,0.6116,1.1244
14787.8525,781.7684,203.9396,112.5627,0.2639,0.6112,1.1244
14787.8633,783.5277,203.7917,111.8688,0.2626,0.6107,1.1245
14787.8818,786.7902,203.4053,111.8967,0.2639,0.6096,1.1236
14787.8896,788.1933,203.2856,111.2516,0.2627,0.6093,1.1237
14787.8984,789.5955,203.1659,111.2516,0.2630,0.6089,1.1237
14787.9053,790.8217,203.0600,111.0614,0.2628,0.6086,1.1237
14787.9131,792.2538,202.9874,110.9464,0.2629,0.6084,1.1229
14787.9229,794.0036,202.8399,111.1837,0.2638,0.6080,1.1230
14787.9326,795.7520,202.6924,110.7557,0.2632,0.6075,1.1230
14787.9434,797.4989,202.5452,110.6357,0.2633,0.6071,1.1231
14787.9531,799.2034,202.3371,110.2530,0.2631,0.6065,1.1222
14787.9629,800.9468,202.1899,110.1443,0.2632,0.6061,1.1223
14787.9727,802.6887,202.0429,110.0961,0.2635,0.6056,1.1223
14787.9834,804.4291,201.8958,110.1709,0.2640,0.6052,1.1224
14787.9932,806.1028,201.6515,109.4344,0.2631,0.6045,1.1215
14788.0029,807.8392,201.5047,109.2406,0.2630,0.6041,1.1215
14788.0127,809.5741,201.3580,109.0336,0.2629,0.6036,1.1216
14788.0234,811.3076,201.2112,108.6315,0.2623,0.6032,1.1216
14788.0332,813.0059,201.0141,109.0595,0.2640,0.6026,1.1207
14788.0430,814.7358,200.8673,108.7402,0.2637,0.6022,1.1208
14788.0527,816.4642,200.7209,107.9034,0.2620,0.6018,1.1208
14788.0635,818.1912,200.5744,108.2178,0.2631,0.6013,1.1209
14788.0732,819.8903,200.3886,108.1208,0.2636,0.6008,1.1200
14788.0830,821.6140,200.2426,107.6371,0.2628,0.6004,1.1200
14788.0928,823.3361,200.0966,107.7569,0.2635,0.6000,1.1200
14788.1025,825.0568,199.9505,107.9206,0.2642,0.5995,1.1201
14788.1133,826.6746,199.6532,107.9907,0.2654,0.5986,1.1193
14788.1230,828.3906,199.5073,107.6520,0.2649,0.5982,1.1193
14788.1328,830.1050,199.3615,107.5551,0.2651,0.5978,1.1194
14788.1426,831.8181,199.2158,106.8584,0.2637,0.5974,1.1194
14788.1533,833.4530,198.9566,106.4196,0.2635,0.5966,1.1185
14788.1631,835.1617,198.8115,106.8451,0.2650,0.5962,1.1186
14788.1729,836.8690,198.6661,106.8225,0.2653,0.5958,1.1186
14788.1826,838.5747,198.5211,106.6783,0.2653,0.5953,1.1186
14788.1934,840.2404,198.3186,106.4846,0.2656,0.5947,1.1177
14788.2031,841.9425,198.1737,106.1965,0.2652,0.5943,1.1178
14788.2129,843.6432,198.0290,105.8384,0.2647,0.5939,1.1178
14788.2227,845.3424,197.8844,105.6721,0.2647,0.5935,1.1179
14788.2334,846.9656,197.6292,105.2902,0.2646,0.5927,1.1170
14788.2432,848.6606,197.4848,105.7199,0.2661,0.5923,1.1171
14788.2529,850.3541,197.3406,105.1681,0.2650,0.5919,1.1171
14788.2627,852.0463,197.1969,104.8831,0.2647,0.5915,1.1172
14788.2734,853.6597,196.9388,104.2373,0.2640,0.5907,1.1163
14788.2832,855.3476,196.7955,104.5711,0.2652,0.5903,1.1163
14788.2930,857.0341,196.6522,104.2626,0.2648,0.5899,1.1164
14788.3027,858.7191,196.5087,103.7870,0.2639,0.5894,1.1164
14788.3213,861.5270,195.9292,103.3810,0.2647,0.5877,1.1156
14788.3301,863.0366,195.7990,102.9949,0.2640,0.5873,1.1156
14788.3379,864.3774,195.6822,102.9949,0.2643,0.5870,1.1156
14788.3447,865.5499,195.5791,103.3988,0.2656,0.5867,1.1157
14788.3525,866.9757,195.5906,103.1619,0.2652,0.5867,1.1147
14788.3633,868.6498,195.4471,102.9737,0.2651,0.5863,1.1147
14788.3730,870.3226,195.3040,102.7578,0.2650,0.5859,1.1148
14788.3828,871.9939,195.1613,102.3261,0.2642,0.5855,1.1148
14788.3926,873.5797,194.8943,102.0183,0.2643,0.5847,1.1141
14788.4033,875.2468,194.7520,101.9258,0.2644,0.5843,1.1142
14788.4131,876.9124,194.6094,102.3304,0.2659,0.5839,1.1142
14788.4229,878.5766,194.4669,101.8570,0.2650,0.5834,1.1143
14788.4326,880.1837,194.2421,101.8562,0.2658,0.5828,1.1134
14788.4434,881.8440,194.0995,102.3326,0.2675,0.5824,1.1134
14788.4531,883.5029,193.9572,102.0693,0.2672,0.5820,1.1135
14788.4629,885.1604,193.8144,101.9273,0.2672,0.5815,1.1135
14788.4727,886.7523,193.5771,101.6616,0.2673,0.5808,1.1127
14788.4834,888.4058,193.4348,101.1313,0.2663,0.5804,1.1127
14788.4932,890.0578,193.2919,101.1318,0.2667,0.5800,1.1128
14788.5029,891.7084,193.1493,100.7693,0.2661,0.5796,1.1128
14788.5127,893.3148,192.9441,100.1918,0.2654,0.5790,1.1119
14788.5234,894.9619,192.8018,100.0962,0.2655,0.5786,1.1120
14788.5332,896.6074,192.6600,100.1195,0.2659,0.5782,1.1120
14788.5430,898.2516,192.5181,100.0216,0.2661,0.5777,1.1121
14788.5527,899.9115,192.4018,99.7097,0.2658,0.5774,1.1112
14788.5635,901.5531,192.2606,99.2048,0.2648,0.5770,1.1112
14788.5732,903.1932,192.1191,98.9891,0.2646,0.5766,1.1112
14788.5830,904.8320,191.9778,99.5403,0.2665,0.5762,1.1113
14788.5928,906.4555,191.8164,99.0142,0.2657,0.5757,1.1105
14788.6025,908.0912,191.6756,98.1788,0.2638,0.5753,1.1105
14788.6133,909.7255,191.5355,97.7497,0.2631,0.5749,1.1106
14788.6230,911.3583,191.3954,97.6787,0.2632,0.5745,1.1106
14788.6328,912.9897,191.2556,97.4649,0.2632,0.5740,1.1097
14788.6426,914.6198,191.1159,97.6093,0.2640,0.5736,1.1098
14788.6533,916.2485,190.9764,97.1088,0.2630,0.5732,1.1098
14788.6631,917.8758,190.8373,97.0167,0.2632,0.5728,1.1099
14788.6729,919.5295,190.7390,97.2109,0.2642,0.5725,1.1090
14788.6826,921.1545,190.5999,97.0229,0.2640,0.5721,1.1090
14788.6934,922.7781,190.4609,96.6431,0.2634,0.5717,1.1091
14788.7031,924.4004,190.3222,96.4078,0.2631,0.5713,1.1091
14788.7129,926.0395,190.2107,95.8839,0.2622,0.5710,1.1083
14788.7227,927.6593,190.0722,96.0544,0.2630,0.5706,1.1083
14788.7334,929.2777,189.9337,95.6740,0.2623,0.5702,1.1084
14788.7520,932.3584,189.6938,95.2651,0.2621,0.5695,1.1076
14788.7617,933.9730,189.5555,95.6023,0.2634,0.5691,1.1077
14788.7695,935.2636,189.4431,95.1977,0.2626,0.5688,1.1077
14788.7783,936.5533,189.3308,95.1977,0.2629,0.5684,1.1077
14788.7871,938.0926,189.3366,95.4621,0.2638,0.5685,1.1069
14788.7949,939.3817,189.2241,95.6972,0.2647,0.5681,1.1070
14788.8047,940.9918,189.0864,94.8100,0.2626,0.5677,1.1070
14788.8135,942.2788,188.9747,94.0651,0.2609,0.5674,1.1070
14788.8232,944.0250,189.0405,94.5675,0.2623,0.5676,1.1062
14788.8330,945.6335,188.9031,94.2563,0.2618,0.5672,1.1063
14788.8428,947.2407,188.7662,93.9179,0.2612,0.5668,1.1063
14788.8525,948.8465,188.6291,93.7956,0.2612,0.5664,1.1064
14788.8633,950.4918,188.5525,93.7644,0.2615,0.5662,1.1056
14788.8730,952.0955,188.4158,93.4249,0.2610,0.5658,1.1057
14788.8828,953.6978,188.2791,93.2290,0.2608,0.5654,1.1057
14788.8926,955.2987,188.1429,93.2045,0.2611,0.5650,1.1057
14788.9033,956.9052,188.0170,92.5070,0.2597,0.5646,1.1050
14788.9131,958.5035,187.8809,92.3879,0.2597,0.5642,1.1050
14788.9229,960.1003,187.7448,92.7225,0.2610,0.5638,1.1050
14788.9326,961.6959,187.6087,92.2405,0.2600,0.5634,1.1051
14788.9434,963.1968,187.3358,92.0190,0.2603,0.5626,1.1044
