Time,Alt,Vel,Drag,Cd,Mach,Rho
14798.8730,1905.8480,75.2048,12.3360,0.2378,0.2284,1.0055
14798.8828,1906.2335,75.1269,12.2887,0.2374,0.2282,1.0055
14798.8926,1906.6389,75.0673,12.4099,0.2402,0.2280,1.0054
14798.9033,1907.0227,74.9895,12.4342,0.2411,0.2278,1.0054
14798.9131,1907.4055,74.9120,12.3909,0.2408,0.2275,1.0054
14798.9229,1907.7874,74.8342,12.1279,0.2362,0.2273,1.0054
14798.9326,1908.1884,74.7744,12.2016,0.2380,0.2271,1.0052
14798.9434,1908.5685,74.6970,12.4429,0.2432,0.2269,1.0052
14798.9531,1908.9475,74.6194,12.2546,0.2400,0.2266,1.0052
14798.9629,1909.3256,74.5417,12.1353,0.2382,0.2264,1.0052
14798.9727,1909.6833,74.4478,12.1145,0.2384,0.2261,1.0051
14798.9834,1910.0590,74.3707,12.0005,0.2367,0.2259,1.0051
14798.9932,1910.4336,74.2938,12.1210,0.2395,0.2257,1.0051
14799.0029,1910.8071,74.2172,12.1712,0.2410,0.2254,1.0051
14799.0127,1911.2242,74.1789,12.0308,0.2386,0.2253,1.0049
14799.0234,1911.5966,74.1022,12.0115,0.2387,0.2251,1.0049
14799.0332,1911.9678,74.0260,12.0404,0.2397,0.2248,1.0049
14799.0430,1912.3380,73.9496,12.0663,0.2407,0.2246,1.0049
14799.0527,1912.7135,73.8788,12.1671,0.2432,0.2244,1.0048
14799.0635,1913.0818,73.8027,12.2640,0.2457,0.2242,1.0048
14799.0732,1913.4490,73.7267,12.1734,0.2444,0.2239,1.0048
14799.0830,1913.8152,73.6509,12.0798,0.2430,0.2237,1.0048
14799.0928,1914.2510,73.6356,12.0583,0.2427,0.2237,1.0046
14799.1025,1914.6163,73.5593,11.8467,0.2390,0.2234,1.0046
14799.1133,1914.9807,73.4835,12.0662,0.2439,0.2232,1.0046
14799.1230,1915.3440,73.4081,11.8305,0.2396,0.2230,1.0046
14799.1328,1915.7115,73.3366,11.6893,0.2372,0.2228,1.0045
14799.1426,1916.0729,73.2608,11.9356,0.2427,0.2225,1.0045
14799.1533,1916.4332,73.1854,12.0338,0.2452,0.2223,1.0045
14799.1631,1916.7925,73.1097,12.0853,0.2468,0.2221,1.0045
14799.1729,1917.1147,73.0039,11.8949,0.2436,0.2218,1.0044
14799.1826,1917.4713,72.9288,11.8703,0.2436,0.2215,1.0044
14799.1934,1917.8269,72.8535,11.6097,0.2388,0.2213,1.0044
14799.2119,1918.5994,72.8200,11.6404,0.2397,0.2212,1.0041
14799.2207,1918.9183,72.7491,11.5484,0.2383,0.2210,1.0041
14799.2285,1919.2012,72.6832,11.7175,0.2422,0.2208,1.0041
14799.2363,1919.4481,72.6221,11.7000,0.2422,0.2206,1.0041
14799.2441,1919.7747,72.5938,11.7000,0.2424,0.2205,1.0040
14799.2529,1920.0914,72.5228,11.6724,0.2423,0.2203,1.0040
14799.2627,1920.4424,72.4475,11.6956,0.2433,0.2201,1.0040
14799.2734,1920.7924,72.3727,11.6975,0.2439,0.2198,1.0041
14799.2832,1921.1106,72.2717,11.5330,0.2411,0.2195,1.0040
14799.2930,1921.4579,72.1968,11.4636,0.2402,0.2193,1.0040
14799.3027,1921.8042,72.1221,11.4876,0.2412,0.2191,1.0040
14799.3135,1922.1495,72.0467,11.3963,0.2398,0.2189,1.0040
14799.3232,1922.4750,71.9565,11.4912,0.2424,0.2186,1.0038
14799.3330,1922.8179,71.8820,11.4431,0.2419,0.2184,1.0038
14799.3428,1923.1598,71.8070,11.3453,0.2403,0.2181,1.0038
14799.3525,1923.5007,71.7326,11.5377,0.2449,0.2179,1.0038
14799.3633,1923.8346,71.6534,11.4455,0.2435,0.2177,1.0037
14799.3730,1924.1733,71.5786,11.7047,0.2496,0.2174,1.0037
14799.3828,1924.5111,71.5042,11.4423,0.2445,0.2172,1.0037
14799.3926,1924.8478,71.4300,11.3448,0.2429,0.2170,1.0037
14799.4033,1925.1504,71.3285,11.2237,0.2410,0.2167,1.0036
14799.4131,1925.4845,71.2545,11.2724,0.2426,0.2165,1.0036
14799.4229,1925.8176,71.1807,11.2690,0.2430,0.2162,1.0036
14799.4326,1926.1497,71.1062,11.1743,0.2414,0.2160,1.0036
14799.4434,1926.4535,71.0104,11.2901,0.2447,0.2157,1.0034
14799.4531,1926.7831,70.9367,11.2898,0.2451,0.2155,1.0034
14799.4629,1927.1116,70.8627,11.2643,0.2451,0.2153,1.0034
14799.4727,1927.4391,70.7890,11.3357,0.2472,0.2151,1.0034
14799.4834,1927.8136,70.7539,11.3817,0.2485,0.2149,1.0032
14799.4932,1928.1399,70.6801,11.1420,0.2437,0.2147,1.0032
14799.5029,1928.4652,70.6066,11.1135,0.2436,0.2145,1.0032
14799.5127,1928.7896,70.5331,10.9694,0.2410,0.2143,1.0032
14799.5234,1929.1060,70.4540,10.8509,0.2389,0.2140,1.0031
14799.5332,1929.4281,70.3806,11.0664,0.2442,0.2138,1.0031
14799.5430,1929.7493,70.3071,11.1577,0.2467,0.2136,1.0031
14799.5527,1930.0693,70.2337,11.0388,0.2446,0.2134,1.0032
14799.5635,1930.3767,70.1515,10.9177,0.2425,0.2131,1.0030
14799.5732,1930.6946,70.0782,10.9606,0.2440,0.2129,1.0030
14799.5830,1931.0115,70.0051,11.0084,0.2455,0.2127,1.0030
14799.5928,1931.3273,69.9323,11.0534,0.2471,0.2125,1.0030
14799.6025,1931.6421,69.8596,11.0327,0.2471,0.2122,1.0029
14799.6133,1931.9559,69.7869,10.9310,0.2454,0.2120,1.0029
14799.6230,1932.2687,69.7144,11.0748,0.2491,0.2118,1.0029
14799.6328,1932.5804,69.6418,10.9070,0.2459,0.2116,1.0029
14799.6523,1933.1028,69.4793,10.6624,0.2415,0.2111,1.0028
14799.6611,1933.3798,69.4113,10.6385,0.2414,0.2109,1.0028
14799.6699,1933.6559,69.3434,10.7773,0.2451,0.2107,1.0028
14799.6768,1933.8701,69.2841,10.6829,0.2433,0.2105,1.0028
14799.6855,1934.1694,69.2351,10.4435,0.2383,0.2103,1.0026
14799.6963,1934.4741,69.1633,10.5840,0.2420,0.2101,1.0026
14799.7041,1934.7172,69.0999,10.5840,0.2424,0.2099,1.0026
14799.7119,1934.9595,69.0366,10.6094,0.2434,0.2097,1.0026
14799.7227,1935.2194,68.9065,10.5361,0.2427,0.2094,1.0026
14799.7334,1935.5190,68.8351,10.5570,0.2437,0.2091,1.0026
14799.7432,1935.8177,68.7637,10.5540,0.2441,0.2089,1.0026
14799.7529,1936.1154,68.6924,10.6020,0.2457,0.2087,1.0026
14799.7627,1936.4098,68.6198,10.4328,0.2423,0.2085,1.0024
14799.7734,1936.7053,68.5490,10.3830,0.2417,0.2083,1.0024
14799.7832,1936.9999,68.4780,10.3594,0.2416,0.2081,1.0024
14799.7930,1937.2935,68.4073,10.4076,0.2433,0.2078,1.0024
14799.8027,1937.5107,68.2814,10.3568,0.2430,0.2075,1.0023
14799.8135,1937.8010,68.2109,10.2606,0.2412,0.2072,1.0023
14799.8232,1938.0902,68.1406,10.2842,0.2423,0.2070,1.0024
14799.8330,1938.3784,68.0704,10.2603,0.2422,0.2068,1.0024
14799.8428,1938.6663,68.0008,10.1165,0.2394,0.2066,1.0022
14799.8525,1938.9525,67.9308,10.2139,0.2422,0.2064,1.0022
14799.8633,1939.2377,67.8610,10.2335,0.2431,0.2062,1.0022
14799.8730,1939.5219,67.7912,10.1378,0.2413,0.2060,1.0022
14799.8828,1939.8466,67.7515,10.1375,0.2417,0.2059,1.0020
14799.8926,1940.1294,67.6819,10.2064,0.2438,0.2056,1.0020
14799.9033,1940.4113,67.6124,10.2314,0.2449,0.2054,1.0020
14799.9131,1940.6921,67.5430,10.1158,0.2426,0.2052,1.0020
14799.9229,1940.9275,67.4418,10.1355,0.2438,0.2049,1.0020
14799.9326,1941.2056,67.3726,10.1369,0.2444,0.2047,1.0020
14799.9434,1941.4827,67.3034,10.0885,0.2437,0.2045,1.0020
14799.9531,1941.7587,67.2344,10.0851,0.2441,0.2043,1.0020
14799.9629,1942.0541,67.1800,10.1300,0.2457,0.2041,1.0018
14799.9727,1942.3285,67.1113,10.0848,0.2451,0.2039,1.0018
14799.9834,1942.6018,67.0427,10.1621,0.2474,0.2037,1.0018
14799.9932,1942.8741,66.9742,10.1629,0.2480,0.2035,1.0018
14800.0029,1943.1282,66.8937,9.9922,0.2444,0.2033,1.0017
14800.0127,1943.3982,66.8255,9.9176,0.2431,0.2031,1.0017
14800.0234,1943.6672,66.7574,10.0861,0.2477,0.2028,1.0017
14800.0332,1943.9352,66.6896,10.0875,0.2482,0.2026,1.0017
14800.0430,1944.2094,66.6268,9.8973,0.2441,0.2024,1.0016
14800.0527,1944.4755,66.5589,10.0912,0.2493,0.2022,1.0016
14800.0635,1944.7406,66.4912,10.0906,0.2498,0.2020,1.0016
14800.0820,1945.2206,66.3764,9.8538,0.2448,0.2017,1.0015
14800.0908,1945.4563,66.3126,9.7593,0.2430,0.2015,1.0015
14800.0986,1945.6650,66.2523,9.5939,0.2393,0.2013,1.0015
14800.1064,1945.8472,66.1960,9.6909,0.2421,0.2011,1.0015
14800.1143,1946.0764,66.1507,9.6909,0.2425,0.2010,1.0014
14800.1230,1946.3096,66.0873,9.6699,0.2424,0.2008,1.0014
14800.1328,1946.5676,66.0202,9.6428,0.2422,0.2006,1.0014
14800.1426,1946.8247,65.9534,9.6708,0.2434,0.2004,1.0014
14800.1533,1947.1033,65.9018,9.5319,0.2403,0.2003,1.0013
14800.1631,1947.3586,65.8349,9.6498,0.2438,0.2001,1.0013
14800.1729,1947.6130,65.7683,9.8421,0.2491,0.1998,1.0013
14800.1826,1947.8665,65.7019,9.6995,0.2460,0.1996,1.0013
14800.1934,1948.0472,65.5878,9.4853,0.2414,0.1993,1.0013
14800.2031,1948.2974,65.5216,9.4867,0.2420,0.1991,1.0013
14800.2129,1948.5465,65.4555,9.4670,0.2420,0.1989,1.0013
14800.2227,1948.7947,65.3893,9.7551,0.2498,0.1987,1.0013
14800.2334,1949.0654,65.3392,9.5633,0.2453,0.1985,1.0011
14800.2432,1949.3119,65.2735,9.4699,0.2434,0.1983,1.0011
14800.2529,1949.5574,65.2077,9.6178,0.2477,0.1982,1.0011
14800.2627,1949.8019,65.1422,9.7419,0.2514,0.1980,1.0011
14800.2734,1950.0326,65.0684,9.5450,0.2469,0.1977,1.0010
14800.2832,1950.2749,65.0029,9.3552,0.2425,0.1975,1.0010
14800.2930,1950.5161,64.9378,9.5302,0.2475,0.1973,1.0010
14800.3027,1950.7563,64.8726,9.3876,0.2443,0.1971,1.0010
14800.3135,1950.9667,64.7890,9.2468,0.2413,0.1969,1.0009
14800.3232,1951.2043,64.7245,9.6293,0.2518,0.1967,1.0009
14800.3330,1951.4410,64.6599,9.6560,0.2530,0.1965,1.0010
14800.3428,1951.6768,64.5952,9.5378,0.2504,0.1963,1.0010
14800.3525,1951.9117,64.5310,9.4463,0.2485,0.1961,1.0008
14800.3633,1952.1455,64.4665,9.3294,0.2459,0.1959,1.0008
14800.3730,1952.3782,64.4020,9.4541,0.2497,0.1957,1.0008
14800.3828,1952.6099,64.3380,9.4029,0.2488,0.1955,1.0008
14800.3926,1952.8138,64.2574,9.2848,0.2464,0.1953,1.0008
14800.4033,1953.0431,64.1934,9.2627,0.2463,0.1951,1.0008
14800.4131,1953.2714,64.1298,9.3616,0.2494,0.1949,1.0008
14800.4229,1953.4985,64.0660,9.3640,0.2499,0.1947,1.0008
14800.4326,1953.7864,64.0401,9.4618,0.2528,0.1946,1.0006
14800.4434,1954.0127,63.9766,9.5125,0.2547,0.1944,1.0006
14800.4531,1954.2379,63.9130,9.2523,0.2482,0.1942,1.0006
14800.4629,1954.4622,63.8493,9.1322,0.2455,0.1940,1.0006
14800.4727,1954.7434,63.8213,9.3712,0.2521,0.1939,1.0005
14800.4834,1954.9667,63.7577,9.4722,0.2554,0.1938,1.0005
14800.4932,1955.1890,63.6942,9.1625,0.2475,0.1936,1.0005
14800.5029,1955.4102,63.6311,9.2132,0.2494,0.1934,1.0005
14800.5215,1955.8058,63.5429,9.1680,0.2488,0.1931,1.0005
14800.5312,1956.0242,63.4801,9.3339,0.2538,0.1929,1.0005
14800.5391,1956.1981,63.4233,9.3100,0.2536,0.1927,1.0005
14800.5469,1956.3715,63.3664,9.0496,0.2470,0.1926,1.0005
14800.5547,1956.5642,63.3214,9.0496,0.2474,0.1924,1.0003
14800.5654,1956.7795,63.2584,9.2183,0.2525,0.1922,1.0003
14800.5732,1956.9510,63.2017,9.2183,0.2529,0.1921,1.0004
14800.5830,1957.1646,63.1389,9.1998,0.2529,0.1919,1.0004
14800.5928,1957.3505,63.0617,9.3650,0.2581,0.1916,1.0003
14800.6025,1957.5615,62.9992,9.1727,0.2533,0.1915,1.0003
14800.6133,1957.7716,62.9368,9.1290,0.2526,0.1913,1.0003
14800.6230,1957.9807,62.8750,9.0515,0.2510,0.1911,1.0003
14800.6328,1958.2399,62.8414,9.0750,0.2519,0.1910,1.0001
14800.6426,1958.4478,62.7792,9.0050,0.2505,0.1908,1.0002
14800.6533,1958.6547,62.7173,9.1254,0.2543,0.1906,1.0002
14800.6631,1958.8606,62.6551,9.1011,0.2541,0.1904,1.0002
14800.6729,1959.0057,62.5604,9.3186,0.2610,0.1901,1.0002
14800.6826,1959.2086,62.4992,9.2203,0.2588,0.1899,1.0002
14800.6934,1959.4105,62.4376,9.1003,0.2559,0.1898,1.0002
14800.7031,1959.6113,62.3762,9.1024,0.2565,0.1896,1.0002
14800.7129,1959.8658,62.3450,9.1709,0.2587,0.1895,1.0000
14800.7227,1960.0657,62.2835,9.0249,0.2551,0.1893,1.0000
14800.7334,1960.2644,62.2222,8.9308,0.2529,0.1891,1.0000
14800.7432,1960.4622,62.1612,8.9511,0.2540,0.1889,1.0000
14800.7529,1960.5807,62.0585,8.9292,0.2542,0.1886,1.0000
14800.7627,1960.7751,61.9979,9.0276,0.2575,0.1884,1.0000
14800.7734,1960.9686,61.9377,9.0294,0.2581,0.1882,1.0000
14800.7832,1961.1610,61.8774,9.0511,0.2592,0.1881,1.0000
14800.7930,1961.3936,61.8386,8.9585,0.2569,0.1879,0.9998
14800.8027,1961.5847,61.7787,8.8596,0.2546,0.1878,0.9998
14800.8135,1961.7748,61.7186,8.8118,0.2537,0.1876,0.9998
14800.8232,1961.9639,61.6584,8.6377,0.2491,0.1874,0.9999
14800.8330,1962.1401,61.5928,8.6613,0.2504,0.1872,0.9998
14800.8428,1962.3270,61.5332,8.8532,0.2564,0.1870,0.9998
14800.8525,1962.5129,61.4737,8.9246,0.2590,0.1868,0.9998
14800.8633,1962.6979,61.4147,8.9024,0.2588,0.1867,0.9998
14800.8730,1962.9116,61.3705,8.7797,0.2557,0.1865,0.9997
14800.8828,1963.0950,61.3113,8.6360,0.2520,0.1863,0.9997
14800.8926,1963.2773,61.2527,8.8753,0.2594,0.1862,0.9997
14800.9033,1963.4587,61.1939,8.7285,0.2556,0.1860,0.9997
14800.9131,1963.6365,61.1338,8.6803,0.2547,0.1858,0.9996
14800.9229,1963.8158,61.0755,8.7734,0.2580,0.1856,0.9997
14800.9326,1963.9941,61.0172,8.8234,0.2599,0.1854,0.9997
14800.9512,1964.3170,60.9405,8.3682,0.2472,0.1852,0.9996
14800.9600,1964.4751,60.8851,8.4605,0.2503,0.1850,0.9996
14800.9678,1964.6150,60.8324,8.6256,0.2557,0.1849,0.9996
14800.9756,1964.7542,60.7800,8.7216,0.2590,0.1847,0.9996
14800.9844,1964.8754,60.7193,8.7216,0.2595,0.1845,0.9995
14800.9932,1965.0303,60.6644,8.5055,0.2535,0.1844,0.9995
14801.0029,1965.2014,60.6071,8.4835,0.2533,0.1842,0.9995
14801.0127,1965.3716,60.5502,8.5316,0.2552,0.1840,0.9995
14801.0234,1965.5337,60.4900,8.6481,0.2593,0.1838,0.9995
14801.0332,1965.7017,60.4333,8.5760,0.2576,0.1837,0.9995
14801.0430,1965.8687,60.3769,8.4084,0.2530,0.1835,0.9995
14801.0527,1966.0347,60.3204,8.5491,0.2577,0.1833,0.9995
14801.0635,1966.1877,60.2587,8.6926,0.2626,0.1831,0.9994
14801.0732,1966.3516,60.2030,8.5245,0.2580,0.1830,0.9994
14801.0830,1966.5143,60.1470,8.4282,0.2556,0.1828,0.9994
14801.0928,1966.6760,60.0913,8.5429,0.2595,0.1826,0.9994
14801.1025,1966.7957,60.0171,8.4257,0.2566,0.1824,0.9994
14801.1133,1966.9547,59.9617,8.3771,0.2556,0.1822,0.9994
14801.1230,1967.1128,59.9066,8.2598,0.2525,0.1821,0.9994
14801.1328,1967.2699,59.8518,8.2354,0.2522,0.1819,0.9994
14801.1426,1967.4572,59.8110,8.4004,0.2577,0.1818,0.9992
14801.1533,1967.6128,59.7563,8.4276,0.2590,0.1816,0.9992
14801.1631,1967.7673,59.7019,8.3342,0.2566,0.1815,0.9992
14801.1729,1967.9209,59.6474,8.0676,0.2488,0.1813,0.9992
14801.1826,1968.1288,59.6174,8.1145,0.2505,0.1812,0.9991
14801.1934,1968.2814,59.5633,8.2365,0.2548,0.1810,0.9992
14801.2031,1968.4330,59.5092,8.3539,0.2589,0.1809,0.9992
14801.2129,1968.5835,59.4553,8.2592,0.2564,0.1807,0.9992
14801.2227,1968.7286,59.3997,8.1656,0.2540,0.1805,0.9991
14801.2334,1968.8771,59.3462,8.2845,0.2581,0.1804,0.9991
14801.2432,1969.0245,59.2928,8.2577,0.2578,0.1802,0.9991
14801.2529,1969.1710,59.2397,8.3056,0.2597,0.1801,0.9991
14801.2627,1969.2488,59.1582,8.2601,0.2590,0.1798,0.9991
14801.2734,1969.3921,59.1055,8.2601,0.2595,0.1797,0.9991
14801.2832,1969.5344,59.0531,8.1400,0.2561,0.1795,0.9991
14801.2930,1969.6758,59.0009,8.0204,0.2528,0.1793,0.9991
14801.3027,1969.8330,58.9557,7.9217,0.2501,0.1792,0.9990
14801.3135,1969.9727,58.9036,7.9002,0.2499,0.1790,0.9990
14801.3232,1970.1112,58.8520,8.1177,0.2572,0.1789,0.9990
14801.3330,1970.2488,58.8002,8.0674,0.2561,0.1787,0.9990
14801.3428,1970.3820,58.7473,8.1173,0.2581,0.1786,0.9990
14801.3525,1970.5175,58.6963,8.2425,0.2626,0.1784,0.9990
14801.3633,1970.6520,58.6452,8.3117,0.2652,0.1783,0.9990
14801.3730,1970.7855,58.5943,8.2906,0.2650,0.1781,0.9990
14801.3906,1971.0319,58.5314,7.9761,0.2555,0.1779,0.9989
14801.4004,1971.1497,58.4827,8.1462,0.2614,0.1778,0.9989
14801.4092,1971.2667,58.4345,8.0798,0.2597,0.1776,0.9989
14801.4170,1971.3701,58.3879,7.9357,0.2555,0.1775,0.9989
14801.4248,1971.4902,58.3481,7.9357,0.2559,0.1774,0.9988
14801.4346,1971.6180,58.2982,8.1480,0.2632,0.1772,0.9988
14801.4443,1971.7322,58.2504,8.1502,0.2637,0.1771,0.9988
14801.4531,1971.8456,58.2026,8.0813,0.2619,0.1769,0.9988
14801.4629,1971.9769,58.1556,8.3179,0.2700,0.1768,0.9988
14801.4727,1972.1011,58.1064,8.1263,0.2642,0.1766,0.9988
14801.4834,1972.2241,58.0574,7.9188,0.2579,0.1765,0.9988
14801.4932,1972.3462,58.0084,7.9450,0.2592,0.1763,0.9988
14801.5029,1972.4905,57.9679,7.7296,0.2525,0.1762,0.9987
14801.5127,1972.6110,57.9193,7.8015,0.2553,0.1761,0.9987
14801.5234,1972.7305,57.8709,7.9238,0.2597,0.1759,0.9987
14801.5332,1972.8490,57.8227,7.9265,0.2603,0.1758,0.9987
14801.5430,1972.9666,57.7746,7.8517,0.2582,0.1756,0.9987
14801.5527,1973.0830,57.7269,7.9713,0.2626,0.1755,0.9987
14801.5635,1973.1985,57.6793,7.9978,0.2639,0.1753,0.9988
14801.5732,1973.3130,57.6318,7.9500,0.2628,0.1752,0.9988
14801.5830,1973.3401,57.5558,7.9735,0.2642,0.1749,0.9987
14801.5928,1973.4512,57.5091,8.0482,0.2671,0.1748,0.9987
14801.6025,1973.5612,57.4625,8.0030,0.2661,0.1747,0.9987
14801.6133,1973.6702,57.4160,7.9846,0.2659,0.1745,0.9987
14801.6230,1973.7791,57.3700,7.8176,0.2608,0.1744,0.9986
14801.6328,1973.8861,57.3240,7.8411,0.2620,0.1742,0.9986
14801.6426,1973.9922,57.2781,7.8172,0.2616,0.1741,0.9986
14801.6533,1974.0973,57.2323,7.7003,0.2581,0.1740,0.9986
14801.6631,1974.2460,57.2004,7.7745,0.2609,0.1739,0.9985
14801.6729,1974.3497,57.1551,7.9660,0.2678,0.1737,0.9985
14801.6826,1974.4525,57.1098,7.9418,0.2674,0.1736,0.9985
14801.6934,1974.5543,57.0646,7.8730,0.2655,0.1735,0.9986
14801.7031,1974.6492,57.0179,7.7054,0.2602,0.1733,0.9985
14801.7129,1974.7489,57.0037,7.5435,0.2549,0.1733,0.9985
14801.7227,1974.8477,56.9897,7.6097,0.2573,0.1732,0.9985
14801.7334,1974.9454,56.9761,7.9264,0.2681,0.1732,0.9985
14801.7432,1975.0841,56.9748,8.1416,0.2754,0.1732,0.9985
14801.7529,1975.1805,56.9613,8.0459,0.2723,0.1731,0.9985
14801.7627,1975.2760,56.9481,7.8303,0.2651,0.1731,0.9985
14801.7734,1975.3705,56.9350,7.9502,0.2693,0.1731,0.9985
14801.7832,1975.4609,56.9212,7.7825,0.2638,0.1730,0.9985
14801.7930,1975.5533,56.9084,7.5698,0.2567,0.1730,0.9985
14801.8027,1975.6448,56.8957,7.6926,0.2609,0.1729,0.9985
14801.8135,1975.7352,56.8834,7.9320,0.2692,0.1729,0.9985
14801.8311,1975.8606,56.8520,7.6451,0.2597,0.1728,0.9984
14801.8398,1975.9390,56.8414,7.8636,0.2673,0.1728,0.9984
14801.8477,1976.0079,56.8320,7.8660,0.2674,0.1728,0.9984
14801.8564,1976.0763,56.8227,7.9350,0.2699,0.1727,0.9984
14801.8643,1976.1617,56.8179,7.9350,0.2699,0.1727,0.9984
14801.8730,1976.2374,56.8077,7.7230,0.2628,0.1727,0.9984
14801.8828,1976.3206,56.7966,7.7709,0.2645,0.1726,0.9984
14801.8926,1976.4027,56.7855,7.7709,0.2646,0.1726,0.9984
14801.9033,1976.4835,56.7746,7.7258,0.2632,0.1726,0.9984
14801.9131,1976.5636,56.7638,7.7050,0.2626,0.1725,0.9984
14801.9229,1976.6427,56.7532,7.6066,0.2594,0.1725,0.9984
14801.9326,1976.7208,56.7429,7.6098,0.2596,0.1725,0.9984
14801.9434,1976.7413,56.7197,7.6306,0.2605,0.1724,0.9984
14801.9531,1976.8165,56.7098,7.7773,0.2656,0.1724,0.9984
14801.9629,1976.8907,56.7003,7.7746,0.2656,0.1724,0.9984
14801.9727,1976.9639,56.6907,7.5800,0.2590,0.1723,0.9984
14801.9834,1977.0311,56.6801,7.5646,0.2586,0.1723,0.9983
14801.9932,1977.1022,56.6711,7.7558,0.2652,0.1723,0.9983
14802.0029,1977.1722,56.6619,7.4898,0.2562,0.1722,0.9983
14802.0127,1977.2413,56.6531,7.6820,0.2629,0.1722,0.9983
14802.0234,1977.2959,56.6418,7.7302,0.2646,0.1722,0.9983
14802.0332,1977.3628,56.6334,7.6584,0.2622,0.1722,0.9983
14802.0430,1977.4287,56.6250,7.5147,0.2574,0.1721,0.9983
14802.0527,1977.4935,56.6169,7.5865,0.2599,0.1721,0.9983
14802.0635,1977.6078,56.6187,7.5839,0.2599,0.1721,0.9982
14802.0732,1977.6715,56.6109,7.6617,0.2626,0.1721,0.9982
14802.0830,1977.7343,56.6032,7.5393,0.2585,0.1721,0.9982
14802.0928,1977.7960,56.5955,7.4443,0.2553,0.1720,0.9982
14802.1025,1977.8394,56.5848,7.4918,0.2570,0.1720,0.9982
14802.1133,1977.8988,56.5777,7.5186,0.2580,0.1720,0.9982
14802.1230,1977.9573,56.5707,7.7072,0.2645,0.1720,0.9982
14802.1328,1978.0148,56.5638,7.6388,0.2622,0.1719,0.9982
14802.1426,1978.0804,56.5588,7.7105,0.2648,0.1719,0.9982
14802.1533,1978.1361,56.5524,7.7831,0.2673,0.1719,0.9982
14802.1631,1978.1907,56.5460,7.6631,0.2632,0.1719,0.9982
14802.1729,1978.2443,56.5399,7.6157,0.2617,0.1719,0.9982
14802.1826,1978.3040,56.5350,7.6157,0.2617,0.1719,0.9982
14802.1934,1978.3557,56.5291,7.4036,0.2545,0.1718,0.9982
14802.2031,1978.4065,56.5234,7.4250,0.2553,0.1718,0.9982
14802.2129,1978.4563,56.5179,7.5685,0.2603,0.1718,0.9982
14802.2227,1978.5396,56.5176,7.5656,0.2602,0.1718,0.9981
14802.2334,1978.5879,56.5124,7.5144,0.2585,0.1718,0.9981
14802.2432,1978.6353,56.5074,7.6379,0.2628,0.1718,0.9981
14802.2617,1978.7007,56.4954,7.7068,0.2652,0.1717,0.9981
14802.2715,1978.7404,56.4914,7.5362,0.2594,0.1717,0.9981
14802.2793,1978.7750,56.4878,7.3697,0.2537,0.1717,0.9981
14802.2861,1978.8048,56.4848,7.4473,0.2564,0.1717,0.9981
14802.2939,1978.8420,56.4820,7.4473,0.2564,0.1717,0.9981
14802.3027,1978.8789,56.4784,7.5610,0.2604,0.1717,0.9981
14802.3135,1978.9189,56.4746,7.5347,0.2595,0.1717,0.9981
14802.3232,1978.9580,56.4710,7.4424,0.2564,0.1717,0.9981
14802.3330,1979.0469,56.4733,7.5859,0.2613,0.1717,0.9981
14802.3428,1979.0848,56.4698,7.3741,0.2540,0.1717,0.9981
14802.3525,1979.1218,56.4666,7.5836,0.2613,0.1716,0.9981
14802.3633,1979.1577,56.4635,7.5149,0.2589,0.1716,0.9981
14802.3730,1979.1926,56.4606,7.4431,0.2565,0.1716,0.9981
14802.3828,1979.2266,56.4577,7.2492,0.2498,0.1716,0.9981
14802.3926,1979.2595,56.4550,7.2527,0.2500,0.1716,0.9981
14802.4033,1979.2915,56.4527,7.5121,0.2589,0.1716,0.9981
14802.4131,1979.3170,56.4498,7.3937,0.2549,0.1716,0.9981
14802.4229,1979.3469,56.4478,7.4658,0.2574,0.1716,0.9981
14802.4326,1979.3757,56.4461,7.3914,0.2548,0.1716,0.9981
14802.4434,1979.4036,56.4444,7.5110,0.2590,0.1716,0.9981
14802.4531,1979.4304,56.4428,7.5113,0.2590,0.1716,0.9981
14802.4629,1979.4563,56.4418,7.6254,0.2629,0.1716,0.9981
14802.4727,1979.4812,56.4407,7.6524,0.2639,0.1716,0.9981
14802.4834,1979.5051,56.4397,7.3926,0.2549,0.1716,0.9981
14802.4932,1979.5387,56.4398,7.3206,0.2525,0.1716,0.9980
14802.5029,1979.5608,56.4392,7.5361,0.2599,0.1716,0.9980
14802.5127,1979.5819,56.4387,7.2945,0.2516,0.1716,0.9980
14802.5234,1979.6019,56.4385,7.3215,0.2525,0.1716,0.9980
14802.5332,1979.6659,56.4408,7.2980,0.2517,0.1716,0.9980
14802.5430,1979.6847,56.4407,7.4120,0.2556,0.1716,0.9980
14802.5527,1979.7025,56.4410,7.5568,0.2606,0.1716,0.9980
14802.5635,1979.7194,56.4413,7.5072,0.2589,0.1716,0.9980
14802.5732,1979.7136,56.4409,7.5568,0.2606,0.1716,0.9980
14802.5830,1979.7281,56.4418,7.6049,0.2622,0.1716,0.9980
14802.5928,1979.7417,56.4427,7.3647,0.2540,0.1716,0.9980
14802.6025,1979.7542,56.4437,7.3665,0.2540,0.1716,0.9980
14802.6133,1979.7866,56.4458,7.4122,0.2556,0.1716,0.9980
14802.6230,1979.7975,56.4471,7.3647,0.2539,0.1716,0.9980
14802.6328,1979.8074,56.4486,7.4858,0.2581,0.1716,0.9980
